lemma,count
became,291786510
medical,290987301
america,290824150
got,290621317
hundred,290136499
sense,289698992
movement,288624990
probably,288577360
step,288456011
close,288271533
procedure,288032472
fire,287850813
training,287728793
personal,287698191
element,286478659
relationship,285017340
usually,284908266
seems,282393813
annual,281163854
notice,280890639
established,279921203
site,279102790
distribution,279015723
april,278684961
administration,277975745
lead,277763132
complete,277683096
england,277159932
job,276664618
animal,276371933
turn,276298226
indian,275355674
list,275294224
equipment,274051488
chief,273732142
journal,273178987
gave,272875259
related,272695113
institution,272669051
length,271890446
fall,271791314
role,271545575
direction,271498335
share,271280813
tree,270964864
wall,270451266
congress,270036250
run,269629836
station,269612909
demand,269590184
car,269576462
manner,268493196
soon,268241353
feel,266830140
written,266774617
specie,266290582
island,266082208
saw,265973784
response,265904453
attention,265860760
influence,264845730
stage,264803057
minute,264318910
moment,263919392
hold,263263969
reported,263046729
performance,262848560
direct,262248011
published,262175329
really,260428789
sea,260200205
military,259701861
proposed,259035565
january,258912015
additional,258884672
agent,258465735
late,258161449
content,257270740
opportunity,256767256
limited,256119399
army,255825001
judgment,255549211
original,254750635
french,254180063
financial,254107465
bad,253183462
follows,253008165
code,252970221
consideration,252627560
motion,252526772
door,252018639
insurance,251939118
play,251661418
arm,251577352
post,251277817
sometimes,251162520
strong,250737832
judge,250718818
official,250421042
hope,250141485
living,249645273
yes,249316148
wife,249312527
red,249042055
meet,249003364
effective,248944904
sample,248935232
december,248395825
base,248133640
began,247835464
taking,247823255
trial,247821440
blood,247645986
carried,247337741
fee,247270069
acid,246803975
soil,246736146
ten,246466214
hospital,246164776
twenty,245808316
facility,244555713
developed,244530523
james,244481159
discussion,244463231
felt,243914129
technology,243821286
representative,243189871
presented,242192214
amendment,241860322
knew,241821503
cut,241740012
industrial,241419706
plaintiff,241202134
expense,240710627
sound,240678052
needs,240624794
sent,240359634
thousand,240154331
looked,239736865
added,239026741
flow,238615295
reading,238499039
top,238247434
appeal,238203149
weight,238116524
passed,237984377
writing,237856475
minister,237508446
bond,237416704
regard,236519567
applied,235854575
included,235852211
physical,235650965
produce,235628779
across,235579905
communication,235327221
final,234215995
chairman,233996212
employment,233976940
address,233944259
produced,233847055
risk,233371791
stand,232996020
boy,232987198
placed,232885604
october,232782593
feature,232626685
machine,232538931
leave,231274510
portion,230990010
survey,230798157
particularly,230299426
outside,230285642
hard,230049947
mr,230030653
indeed,229568406
text,229379361
western,229133282
equal,228803805
today,228611942
september,228527604
fine,228305177
rest,227974625
spirit,227949109
justice,227885798
item,227817601
legal,227769130
modern,227387736
normal,226996951
instance,226743890
determined,226194555
poor,226148332
civil,225906530
staff,225818813
proceeding,225597029
parent,225484397
front,225298668
appear,225225321
box,225106572
conference,224811840
latter,224787592
beginning,224690946
heard,224408678
grant,224122660
trust,223502071
farm,223243557
cross,223060370
medium,222953636
sure,222670783
iii,222181171
extent,222148290
girl,221698777
difficult,221690475
george,221676356
offer,221577593
recent,221366662
longer,221113860
culture,220318454
aid,220267535
credit,220092780
firm,218972899
detail,218323660
former,218121782
august,217762709
copy,217725671
needed,217541323
involved,217389563
likely,217276265
scale,217233287
mass,217118844
experiment,217059838
characteristic,216834202
investment,216110796
middle,215452184
connection,215236647
turned,215006760
german,214870218
brother,214649003
ship,214488881
limit,214030500
alone,213864331
beyond,213295860
publication,213130585
simple,212789555
move,212525409
voice,212365021
consider,212217474
proper,212198538
instead,212135444
significant,212071791
appears,211917901
lost,211490204
followed,211340341
california,211061171
attempt,210711416
deal,210559677
potential,210189476
estate,210124017
distance,209982119
exchange,209897211
inch,209889877
robert,209874304
nearly,209531682
pattern,209054660
associated,208865153
expected,208567673
collection,208564723
dollar,208516556
error,207926002
branch,207911580
rock,207818283
earth,207466397
live,207373263
pass,207372378
feeling,207342320
finally,207279902
protection,206440412
lake,206124613
france,206090874
capacity,206079919
basic,206069119
improvement,205855694
lot,205569139
circumstance,205372705
cover,205365129
european,205083709
bring,204547719
chemical,204517880
wood,204132747
contact,204012906
behind,203807966
observed,203728063
institute,203623796
request,203086941
principal,203061619
understand,202815252
finding,202490092
loan,202131221
wide,201803564
november,201178345
seemed,201090678
metal,201057638
piece,201042716
iron,200992929
drug,200968770
picture,200920878
throughout,200733301
master,200636283
spring,200555447
image,200122900
importance,199765911
mark,199545375
description,199251848
stated,198757163
prior,198686231
thomas,198394896
morning,198176885
examination,198161120
bed,197675698
phase,196762828
hill,196707675
joint,196406885
commercial,196375394
ask,195872583
relative,195697588
india,195516939
technique,195335282
transfer,195223581
owner,195043269
resolution,194938877
referred,194435566
estimate,194298094
heat,194193985
plate,194168399
mine,193947262
seem,193757587
february,193636424
planning,193488708
provides,193405996
appropriate,193238008
steel,193190678
technical,192919697
election,192805068
truth,191962632
reaction,191756246
christian,191754465
sufficient,191713914
advantage,191435101
green,191397225
affair,191321982
primary,191288620
computer,191267570
environment,191180447
brown,190992482
peace,190783553
variety,190773453
previous,190554561
document,190551348
failure,190351778
kept,190264640
wanted,190075364
looking,189960758
entire,189935628
meaning,189768718
otherwise,189195656
music,188984785
canada,188152653
sum,188117946
big,187921031
hearing,187809164
balance,187774179
key,187555574
strength,187212627
forest,187063713
mentioned,187032395
vessel,186891413
prepared,186647010
senate,186563572
europe,186347004
leader,186224541
component,186134610
conclusion,186093146
difficulty,185908573
allowed,185885379
charles,185814493
doubt,185609392
directly,185558635
investigation,185480016
presence,185127903
concern,184864349
wish,184850816
damage,184133947
determine,184132158
file,184107815
coal,184088654
add,183904638
start,183738665
deep,183665683
instruction,183530193
coming,183481412
index,183379665
net,183291148
larger,183228279
manager,183147013
simply,182819992
seven,182659417
immediately,182546212
commissioner,182332102
bar,181854148
existing,181799782
senator,181796313
learning,181635718
clearly,181398316
actual,181288766
chicago,181254546
born,181211344
earlier,180800070
upper,180743166
task,180664542
safety,180468976
park,180452592
leaf,180402971
begin,180280855
ago,180183147
issued,180149491
professional,180119477
quantity,179880775
require,179727770
eight,179629674
aspect,179600255
concept,179569314
progress,179492015
statute,179250819
expression,179200283
economy,179158446
sign,179017856
employed,179003775
understanding,178230902
carry,178168694
actually,177951046
executive,177390748
success,177343451
engineering,177313404
continue,177255595
film,177232249
formed,177060305
observation,176887160
revenue,176844643
responsibility,176739447
agricultural,176723299
entitled,176589926
color,176510474
separate,176452078
giving,176446051
stone,176371095
ability,176167127
met,175376872
rise,175277086
built,175249273
professor,175094406
assistance,174811769
complex,174654656
round,174482954
receive,174347198
impact,174334834
active,174263877
horse,174042504
literature,173582931
exercise,173457162
profit,173001366
lie,172585806
behavior,172576376
instrument,171733265
concerned,171584703
ton,171563764
argument,171031963
led,170929794
engineer,170876756
smith,170460670
independent,170254238
fair,170240204
reduced,170136349
desire,170112915
follow,170111526
compared,169929207
talk,169888086
reached,169880024
sec,169803095
religious,169721126
railroad,169680187
considerable,169490805
electric,169380015
fish,169353954
southern,168756373
wage,168588858
certainly,168501898
lady,168342601
apply,167938092
died,167547997
operating,167496364
includes,167444219
motor,167433239
maximum,167327636
henry,167282400
defined,167202624
none,166713943
forward,166700726
constant,166361345
choice,166261544
mountain,165966966
location,165959982
purchase,165937398
gold,165620706
try,165494893
news,165488257
formation,165369658
china,165274196
status,165013410
fully,164881583
daily,164242094
network,164053282
contribution,163753749
village,163683523
railway,163616792
hall,163475107
glass,163446197
female,163147461
covered,162712131
vehicle,162466629
equation,161689855
adopted,161373900
summer,161129420
holding,161086778
fixed,160823575
window,160821781
police,160764206
foundation,160112172
appeared,159925557
reduction,159794383
game,159766553
becomes,159477172
moved,159449921
bureau,159425454
caused,159359685
male,159334203
citizen,159153778
floor,159055102
concentration,158928072
device,158869642
assembly,158860244
store,158612774
vote,158382338
session,158089384
heavy,158003623
permit,157897914
neither,157845613
variable,157571873
square,157513409
measurement,157501287
assessment,157253112
access,157208144
pound,157188632
speed,156814243
environmental,156699772
dark,156473308
writer,156425470
port,156134384
cold,155981076
fear,155905770
hear,155904044
governor,155661072
assistant,155574635
crop,155302744
allow,155258087
grade,155247082
debt,155171358
employer,155116242
paragraph,155092797
defense,154965077
introduction,154964686
write,154864212
laboratory,154771957
discussed,154547531
started,154450689
positive,154402439
reader,154379166
export,154221596
germany,154084365
internal,154066928
reach,153703949
lack,153685018
educational,153633809
attack,153485510
ready,153442987
historical,153380709
frequency,153286909
miss,153190893
belief,153139102
increasing,152963536
yield,152813255
paul,152662710
scientific,152598908
remain,152588724
filed,152473927
designed,152386989
thereof,152283920
dead,152063397
entered,151994440
noted,151883979
showed,151865926
decided,151660571
reserve,151517284
essential,151491909
tool,151360261
majority,151195767
offered,151067019
blue,151004529
iv,150829997
arrangement,150800515
serious,150475839
stop,150388938
raised,150205152
witness,150085947
returned,149975517
concerning,149924547
definition,149775245
consequence,149297633
faith,149277466
ratio,149276748
visit,149259037
quarter,149228929
sort,149221641
transportation,149102848
whatever,149080138
appointed,148956610
teaching,148785128
approved,148720636
passage,148546658
map,148545292
practical,148395611
injury,148376074
easily,148267062
northern,148185585
objective,148125311
recently,147894341
occur,147890397
wave,147772034
centre,147749378
gentleman,147467886
conduct,147361508
constitution,147335534
speech,147208810
style,146922103
gone,146873807
created,146823156
forth,146519303
advance,146517891
existence,146489292
daughter,146461158
agreed,145948139
regular,145846198
deposit,145824341
attorney,145795351
budget,145734480
highly,145727348
agriculture,145560165
circuit,145536286
acre,145522157
serve,145507153
farmer,145500937
husband,145460160
selected,145400877
initial,145289250
comparison,145239848
minimum,145196154
david,145144946
domestic,144857079
goal,144678833
gain,144565138
check,144476386
religion,144292958
useful,144288192
contains,144246931
engine,144149162
memory,144116317
tried,144017342
sold,143923006
easy,143663377
asset,143574316
expenditure,143399191
containing,143271435
native,143258134
critical,143128502
pain,143095667
possibility,143020705
entirely,142948359
adult,142918537
alternative,142916776
establishment,142883327
labour,142784469
bear,142732396
cultural,142569667
prevent,142479950
speak,142408913
introduced,142375554
season,142296334
sun,142237393
determination,142093747
getting,142072660
skill,142043938
strategy,141843854
signal,141799988
block,141702798
maintenance,141615779
race,141500312
commerce,141478701
wind,141421160
fuel,141408093
relief,141290984
worked,141205882
convention,141129776
develop,140866147
estimated,140854641
reasonable,140843451
merely,140688817
fourth,140679152
channel,140673352
oh,140592900
fruit,140562720
setting,140453222
coast,140421621
suggested,140368451
growing,140336116
obtain,140252648
bridge,140251128
christ,140225307
inside,140149625
served,139933160
housing,139919294
ordinary,139863247
intended,139748699
combination,139675935
liability,139650061
approximately,139644765
scheme,139637798
command,139552122
territory,139453282
interesting,139340221
thirty,139305253
mill,139180167
bind,138951683
showing,138858006
stress,138694171
treated,138480711
lay,138404255
user,138388181
proposal,138093726
standing,137890220
indicated,137848229
output,137733893
valley,137720513
amended,137465674
japan,137334631
bird,137221857
proportion,137140475
leading,137100730
enemy,137039769
remains,137013441
providing,136720149
successful,136663832
soul,136654556
layer,136541105
edge,136358171
substance,136212797
ordered,136180468
dry,136093857
africa,136033964
requires,135923311
origin,135833109
regional,135784750
consumer,135749799
freedom,135721866
mary,135307371
winter,135304661
preparation,135281217
frequently,135257998
accepted,135251268
moral,135096547
opening,135052528
remember,134991908
eastern,134472265
responsible,134459298
editor,134442471
thinking,134327265
wrote,133913484
located,133895913
expressed,133834746
royal,133607880
legislation,133602660
somewhat,133566346
variation,133436719
summary,133380242
category,133340167
team,133135621
removed,132974271
shape,132958618
contained,132643574
changed,132602170
occasion,132290874
vice,131882314
comment,131667782
sector,131591539
evaluation,131329511
granted,131315474
double,131250435
trying,131225379
stood,131093318
marriage,131092803
appearance,131037333
conflict,130924770
edition,130749952
guide,130727362
entry,130461543
compensation,130405675
rose,130317011
crime,130310914
closed,130256664
mechanism,130179060
saying,129913220
edward,129746704
club,129721195
ohio,129538603
clerk,129500485
exception,129484706
evening,129464828
waste,129427539
completed,129410029
generation,129361265
correct,129131077
represented,128886535
jurisdiction,128864994
soviet,128730351
hair,128669928
band,128344839
personnel,128284976
percentage,128236923
certificate,128047424
paris,128044990
relatively,127716275
criminal,127617277
mode,127552746
context,127515401
possession,127415491
mental,127295966
negative,127063787
depth,126982099
completely,126925028
connected,126888883
attitude,126816665
column,126743657
mouth,126704258
opened,126672821
doctor,126661709
seed,126395741
mm,126228359
solid,126175027
enter,126076011
message,125938134
wrong,125778655
salt,125658790
proof,125606116
send,125374176
create,125222509
express,125158004
carrier,125061530
chinese,125057944
worth,124979425
rich,124893647
die,124889782
previously,124871040
performed,124743316
laid,124588877
fiscal,124443662
grain,124299971
chance,124273282
focus,124248571
load,124220082
settlement,124142456
supreme,124081514
root,124045312
tube,124010475
protein,123946448
drawn,123854176
customer,123726744
obligation,123723901
garden,123720906
statistic,123674810
boundary,123634037
maintain,123577619
running,123576448
saving,123465145
zone,123449296
milk,123375114
popular,123341750
remained,123261015
named,123256903
star,123232533
card,123156138
administrative,123081769
kingdom,122930766
absence,122928257
drive,122857304
telephone,122797757
petition,122758230
affect,122681220
married,122620722
resistance,122493061
sheet,122455620
scene,122242717
printed,122220357
establish,122199664
bottom,122147774
relating,122094481
nuclear,121959132
authorized,121903699
ancient,121889809
till,121841228
hence,121830512
skin,121823759
smaller,121751891
medicine,121735840
mission,121508627
suit,121359353
interested,121122625
greatest,121013376
hot,121006869
chamber,120886187
learned,120764350
cash,120708084
curve,120651936
bit,120557285
composition,120507260
specimen,120474666
extension,120470789
train,120402502
advanced,120334297
transport,120243858
urban,120236241
affected,120178886
drawing,120101532
rural,120036336
marked,119957670
indicate,119909334
boston,119838686
impossible,119734187
le,119729009
directed,119675631
secondary,119583759
numerous,119577183
search,119524236
learn,119239416
sentence,119205240
import,119108013
occurred,119057772
regarding,118902310
stream,118780218
soldier,118719480
african,118666373
us,118478304
highest,118457696
stay,118241291
custom,118100547
province,117957115
selection,117840740
usual,117773593
moving,117731890
travel,117730843
nine,117721984
experimental,117582473
someone,117521195
britain,117486539
height,117189597
reform,117129770
transaction,117048164
grand,116846733
sister,116608114
salary,116571316
developing,116512960
finance,116439833
jesus,116364994
flower,116334829
recommendation,116313209
quickly,116243062
texas,116089358
interpretation,116076979
engaged,116038857
extended,115739672
please,115592580
sex,115411526
reduce,115231845
manufacturer,115190812
respondent,114964473
broad,114959127
seek,114958491
slightly,114897055
break,114886466
beautiful,114843251
path,114767000
highway,114470908
peter,114439323
danger,114272116
limitation,114190690
compound,114116823
accident,113927608
battle,113902143
award,113862578
ray,113689873
angle,113600713
captain,113573465
mail,113355093
treaty,113324547
spent,113228283
dog,113088107
traffic,113055134
option,113017861
respectively,112996508
interaction,112824861
plain,112794741
clause,112685516
tissue,112611742
fit,112320425
lived,112287459
republic,112187477
filled,112079750
roman,111971456
avoid,111907928
exist,111335530
permanent,111182658
count,111089668
schedule,111031019
bearing,111030768
conducted,110990106
represent,110959260
despite,110847009
trouble,110838129
liquid,110832850
speaker,110545879
ill,110532553
counsel,110422318
russian,110398949
subsequent,110310614
enterprise,110306840
leaving,110295732
submitted,110261996
representation,110031529
van,109962628
discharge,109814892
reality,109797095
measured,109738249
silver,109648517
museum,109611592
testing,109609721
accordance,109582043
brief,109541302
circle,109420055
occurs,109306013
proved,109243157
fell,109127562
plane,109099415
failed,109012498
bone,108864808
rapid,108759195
client,108634319
pacific,108466947
manufacturing,108455219
virginia,108445891
brain,108387585
operator,108226334
accept,108065473
storage,108032148
radio,107974006
chair,107844332
tradition,107824972
believed,107619202
agree,107614880
youth,107592680
ring,107544872
boat,107435715
queen,107351726
appropriation,107242283
complaint,107238377
traditional,107193541
testimony,107148669
joseph,107134967
properly,107117365
derived,107103846
jury,107030647
release,106939812
illinois,106867248
shop,106726112
external,106680763
route,106662637
processing,106459623
pair,106307746
seat,106294640
birth,106201043
sat,106178838
supported,106175440
contain,106013978
largely,105993610
collected,105923179
track,105909902
challenge,105867570
camp,105805878
cm,105787248
specified,105758971
competition,105755324
japanese,105718554
immediate,105602997
newspaper,105501016
recognized,105459250
particle,105458741
mineral,105371612
sand,105366381
decrease,105326300
song,105288422
bay,105282111
strike,105269116
clinical,105068992
understood,105026171
politics,105000423
divided,104935385
contrast,104913138
sell,104712868
fresh,104662006
frame,104500993
mexico,104477929
leg,104471665
recorded,104469430
apparently,104353692
explanation,104335382
happy,104332196
prince,104136606
perfect,104132667
suggest,104049041
happened,104031943
household,103972693
prove,103779474
greek,103715545
excellent,103708535
hotel,103678311
thou,103487341
parallel,103459814
sugar,103457105
save,103396809
spread,103339038
corresponding,103141957
chain,103124103
cycle,103115346
parameter,102980237
excess,102930697
fellow,102930581
resident,102890469
efficiency,102617966
pipe,102554903
combined,102420996
delivery,102387984
spot,102365477
opposite,102253165
density,102184231
build,102182038
studied,102180025
speaking,102133981
resulting,102086884
welfare,102012228
remark,101958187
philosophy,101941981
receipt,101931830
fifty,101913511
older,101870160
ad,101834937
parliament,101823426
fast,101671734
dependent,101576360
patent,101410952
canadian,101335166
johnson,101328823
repair,101305689
louis,101234384
necessity,101154790
gift,101087267
superior,101061533
carrying,101041461
cotton,101025430
improved,100994060
physician,100934444
egg,100923918
draw,100921273
charged,100896677
guard,100860000
identified,100816128
explain,100786728
pleasure,100666330
version,100590513
equivalent,100566179
revolution,100399611
target,100317897
detailed,100199573
consists,99851431
ca,99784715
walk,99778004
programme,99767082
marine,99725460
criterion,99644495
suitable,99381002
trend,99217647
substantial,99205023
moreover,99168056
thank,99054629
assumed,99010046
sub,98821676
applicant,98744516
career,98654573
adequate,98615365
exactly,98579580
meant,98525445
remaining,98452296
multiple,98422685
safe,98395499
signed,98328882
minor,98195368
admitted,98102712
partner,98079785
largest,98013648
pure,97929647
consumption,97685249
raise,97564631
trustee,97535471
arrived,97528584
appointment,97419974
phone,97404437
corner,97279380
applicable,97206756
wire,97129605
controlled,97095661
pointed,96945843
electrical,96931024
cast,96856994
classification,96563500
vi,96491836
ice,96468455
gross,96437229
recommended,96414933
yard,96360433
maintained,96354437
hole,96289237
improve,96207508
promise,96042044
dear,95711926
fluid,95595085
background,95591872
owned,95494709
organized,95479040
sight,95451657
aware,95321113
mining,95258311
ministry,95150934
ear,95060848
valuable,94957604
holy,94931862
buy,94909817
elected,94903521
broken,94875208
cancer,94764429
carefully,94763793
identity,94740769
closely,94668540
mechanical,94656377
utility,94571237
drop,94558122
explained,94510131
gun,94414433
expert,94387761
muscle,94332119
associate,94328103
candidate,94308906
yellow,94285004
input,94269928
columbia,94107118
evil,94095336
expect,94074004
poem,93943379
fundamental,93931686
australia,93884849
greatly,93866593
favor,93859790
equally,93796550
weather,93769499
examined,93752814
acting,93686846
passing,93665461
campaign,93601998
overall,93557766
inspection,93543314
secret,93513171
fifth,93402409
attached,93246447
carbon,93180840
consent,93175527
dynamic,93158071
sought,93084376
regarded,93003024
forty,92897448
doctrine,92719909
straight,92718140
bishop,92651215
avenue,92640406
license,92617278
pennsylvania,92520422
perspective,92407486
suppose,92370980
sequence,92327221
assumption,92267569
finger,92236926
cambridge,92169359
severe,92165968
plus,91991477
rapidly,91842317
artist,91817034
display,91785027
steam,91764005
delivered,91752285
concrete,91738853
machinery,91582328
manufacture,91534255
novel,91525286
servant,91507069
emergency,91504736
en,91448082
philadelphia,91429874
shoulder,91400223
factory,91338657
recovery,91310114
approval,91297670
link,91274864
heaven,91263402
electron,91252287
mortgage,91169455
troop,91115579
intention,91110558
diameter,91107040
dream,91067298
global,90966201
secure,90958783
adjustment,90891222
twelve,90890571
shift,90723079
forced,90706838
exhibit,90606278
killed,90547825
possibly,90449780
monthly,90438785
desired,90289206
catholic,90246278
apparent,90242217
interval,90189847
vision,90128777
typical,90106745
relevant,90035780
mention,90023259
rent,90006406
contrary,89885454
apart,89817598
rank,89741363
mixture,89642206
extensive,89460036
wild,89423735
michigan,89342881
uniform,89286594
colony,89241889
oxford,89175099
mere,89166454
remove,89147593
suggestion,89146134
declared,89068439
ideal,89032811
magazine,88934555
objection,88904395
continuous,88820257
wing,88732961
protect,88671381
nevertheless,88648566
copper,88625862
suddenly,88618228
frank,88600624
interior,88476575
powerful,88459440
supposed,88445359
ireland,88332086
soft,88298604
discovered,88177337
phenomenon,88174941
violation,88140088
hardly,87946672
assume,87942018
calculated,87924681
formula,87908821
legislative,87882516
anti,87827460
flight,87819121
represents,87706396
capable,87652544
besides,87623723
pursuant,87599423
latin,87597490
aircraft,87501596
expansion,87487028
extremely,87436516
primarily,87336530
marketing,87315968
flat,87270344
ion,87245908
roll,87230777
exposure,87207854
receiving,87188091
dealing,86960139
maybe,86750834
keeping,86724797
symptom,86714524
interview,86685253
passenger,86646380
spanish,86515613
billion,86513050
debate,86392898
watch,86334655
legislature,86255350
conversation,86253807
necessarily,86126282
distinct,86014130
fight,85979598
corp,85966770
delay,85910319
mixed,85883034
appendix,85850481
ex,85840241
perform,85767359
italy,85707003
inquiry,85692305
mainly,85684791
aim,85632605
dimension,85630010
abstract,85502371
thin,85494946
membership,85370936
sleep,85332000
strain,85310865
changing,85171973
shot,84925486
liberty,84902876
infection,84771510
chosen,84676414
border,84669410
academic,84613472
fort,84519525
touch,84425533
core,84413883
colour,84353054
assigned,84190967
obvious,84186606
beauty,84150186
acquired,84139472
senior,84064187
ball,84010876
corporate,83971123
creation,83943317
confidence,83919402
talking,83746687
spoke,83693234
slowly,83669333
gate,83635541
ensure,83544511
producer,83536938
crown,83426335
treasury,83395987
struggle,83376573
row,83371611
transition,83361711
formal,83332437
pupil,83299468
navy,83296851
clay,83287213
false,83284510
participation,83269371
poet,83262260
