lemma,count
new,1551258643
home,1343605650
page,1316122844
time,1111656450
service,1081744026
search,1081663131
site,1047065976
one,1030094716
free,1014995410
information,935638515
may,828929629
product,813493987
year,788933892
news,755424983
day,751398261
find,750329830
price,745086954
use,719980257
state,714041148
see,691684623
business,685665263
contact,680789678
view,679612669
book,678670133
get,654791998
review,646751881
help,640662027
item,627040260
right,625671700
web,623073565
system,620530933
also,616829742
post,609778564
pm,606618641
online,601317059
link,580329194
first,578720548
good,575382957
hotel,573485707
click,543596962
name,536451608
game,533042401
list,530839895
like,530313020
date,527409617
work,518065646
member,510515046
top,495984898
make,492914240
back,492821317
people,489752450
message,482778842
policy,472193707
go,468725815
user,465766463
school,462035941
video,459479130
email,457239566
city,450485160
program,449185215
number,448864945
group,447657251
company,442980926
world,442525771
two,441634470
health,440431718
comment,436187177
store,432519343
next,425903347
used,421438139
last,420280283
order,417236548
buy,416808951
music,414290995
forum,413651714
data,407047988
part,403366808
support,402426463
add,402115067
report,400753331
result,395605888
photo,394952702
term,393988734
copyright,382598663
area,381857884
please,380046348
available,379644437
well,376156431
car,374438210
map,373624326
best,372077616
software,371779484
file,367388729
jan,366584969
set,364625811
way,363630069
job,358782534
great,358027013
line,356815938
info,354343399
high,352881551
sale,352468790
life,349767910
public,349615053
type,349407599
student,348391367
rate,344723717
change,341171495
movie,341160667
category,340667095
computer,339345281
picture,339114499
read,335505870
article,333500580
privacy,333272427
show,332346624
know,330740909
university,330291059
center,329910094
child,327915510
project,327866070
event,326750714
detail,326322175
phone,323955804
take,322134034
sex,322005449
doe,321965419
case,321818673
art,321168729
need,319376932
many,318966441
resource,317232715
mail,315734415
said,315595259
general,313944434
woman,313918545
research,312377267
image,311662357
january,310345867
full,309952537
subject,305791842
community,304808312
management,304368918
card,302481564
development,302182177
family,301494582
dvd,300527834
real,299360184
united,299280163
office,297436372
design,297404017
technology,296896714
international,296264054
sport,294548111
travel,293344707
must,292840725
address,291261769
want,291228559
made,287353021
question,287348222
network,286292299
code,284748658
website,283003825
issue,278533430
listing,275793437
return,274692381
local,274425438
sign,274190045
send,274103587
section,273022935
place,272666539
guide,272473073
special,271932364
country,271875880
rating,271635643
window,271243864
national,271078121
hour,270008667
level,269924485
location,269714320
using,269448880
customer,268724578
medium,268720173
offer,268316877
content,267246326
check,266979602
education,266924459
point,265308093
friend,265259952
board,265238530
