lemma,definition,len_tokens,mean_log_freq,median_log_freq,miss_rate
new,not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered,8,-4.001271213283359,-4.168302441254496,0.0
home,at or to or in the direction of one's home or family,3,-3.270064842075183,-3.290189668650577,0.0
page,one side of one leaf (of a book or magazine or newspaper or letter etc.) or the written or pictorial matter it contains,10,-3.9152105002823596,-3.7604696662290253,0.0
time,an instance or single occasion for some event,4,-3.8688174868170733,-3.8905403699971592,0.0
service,work done by one person or group that benefits another,5,-3.2255687952850183,-3.118523557514815,0.0
search,the activity of looking thoroughly in order to find something or someone,7,-3.6296290499954154,-3.4424807315151646,0.0
site,the piece of land on which something is located (or is to be located),5,-4.108787702374531,-3.9225178565195518,0.0
one,used of a single unit or thing; not two or more,4,-3.3595322547273794,-3.4666291414992303,0.0
free,able to act at will; not hampered; not under compulsion or restraint,5,-4.744865883984483,-5.151604940087101,0.0
information,a message received and understood,3,-3.86690999280176,-3.823366170140196,0.0
may,the month following April and preceding June,5,-4.0834325933630975,-3.5931906674737912,0.0
product,commodities offered for sale,3,-3.745873749672453,-3.3408211901898555,0.0
year,a period of time containing 365 (or 366) days,4,-3.397831273260617,-3.2844758440720083,0.0
news,information about recent and important events,4,-3.326751440347071,-3.436522320632939,0.0
day,time for Earth to make a complete rotation on its axis,6,-3.81956424675813,-3.7884764632071253,0.0
find,"come upon, as if by accident; meet with",3,-3.8273120093343462,-3.724004311309988,0.0
price,the property of having material worth (often indicated by the amount of money something would bring if sold),10,-3.761774759157477,-3.6669419783932584,0.0
use,put into service; make work or employ for a particular purpose or for its inherent or natural purpose,10,-3.750470724195144,-3.7067434244175748,0.0
state,the territory occupied by one of the constituent administrative districts of a nation,6,-4.4181505472036084,-4.222447208616497,0.0
see,perceive by sight or have the power to perceive by sight,5,-4.627580036345146,-4.51200868434309,0.0
business,a commercial or industrial enterprise and the people who constitute it,5,-3.893352319762225,-3.8426543183943105,0.0
contact,close interaction,2,-3.9930957425576583,-3.9930957425576583,0.0
view,a way of regarding situations or topics etc.,5,-3.783117212171051,-3.997505933897311,0.0
